9    159  
1 0 1 1 0 0 0 0 0      -0.00001485365292400d0
1 0 1 0 1 0 0 0 0      -0.00003850103288583d0
1 0 1 0 0 1 0 0 0      -0.00001968336829192d0
1 0 1 0 0 0 1 0 0       0.00003353462746032d0
1 0 0 1 1 0 0 0 0      -0.00004888947726212d0
1 0 0 1 0 1 0 0 0      -0.00019346199483221d0
1 0 0 1 0 0 1 0 0      -0.00021747388161425d0
1 0 0 0 1 1 0 0 0       0.00005736426083225d0
1 0 0 0 1 0 1 0 0      -0.00013627998741006d0
1 0 0 0 0 0 0 1 1      -0.00064381017121504d0
1 0 0 0 0 1 1 0 0       0.00156264073828670d0
0 1 1 1 0 0 0 0 0      -0.00018630854848537d0
0 1 1 0 1 0 0 0 0      -0.00018690087206823d0
0 1 1 0 0 1 0 0 0       0.00001480808957147d0
0 1 1 0 0 0 1 0 0      -0.00003476483797856d0
0 1 0 1 1 0 0 0 0      -0.00018289129704580d0
0 1 0 1 0 1 0 0 0       0.00050101462439353d0
0 1 0 1 0 0 1 0 0      -0.00085353828289960d0
0 1 0 0 1 1 0 0 0       0.00036532696056633d0
0 1 0 0 1 0 1 0 0      -0.00075967777669274d0
0 1 0 0 0 1 1 0 0       0.00006602129781250d0
0 1 0 0 0 0 0 1 1      -0.00104207943565883d0
0 0 0 0 4 0 0 0 0      -0.00000845200189387d0
0 0 0 0 2 2 0 0 0      -0.00001950111488181d0
0 0 0 0 2 0 2 0 0       0.00000489806039672d0
0 0 0 0 2 0 0 2 0      -0.00002400049594392d0
0 0 0 0 2 0 0 0 2       0.00000260850193221d0
0 0 0 0 0 4 0 0 0       0.00000625167166139d0
0 0 0 0 0 0 0 0 4       0.00002857201898085d0
0 0 1 1 1 0 0 0 0      -0.00025346893011106d0
0 0 1 1 0 1 0 0 0      -0.00025980223611240d0
0 0 1 1 0 0 1 0 0       0.00025647611137788d0
0 0 1 0 1 1 0 0 0      -0.00013678118428787d0
0 0 1 0 1 0 1 0 0       0.00011609542224033d0
0 0 1 0 0 1 1 0 0       0.00077630840036531d0
0 0 1 0 0 0 0 1 1      -0.00007358481433208d0
0 0 0 1 1 1 0 0 0      -0.00020863459122390d0
0 0 0 1 1 0 1 0 0      -0.00006488221399931d0
0 0 0 1 0 1 1 0 0      -0.00003485596468362d0
0 0 0 1 0 0 0 1 1      -0.00007609079872110d0
0 0 0 0 1 1 1 0 0      -0.00006811721202877d0
0 0 0 0 1 0 0 1 1      -0.00012306661517706d0
0 0 0 0 0 1 0 1 1       0.00002492315383260d0
0 0 0 0 0 0 1 1 1       0.00002560660412051d0
4 0 0 0 0 0 0 0 0       0.00024624524026241d0
2 2 0 0 0 0 0 0 0      -0.00000563846487529d0
2 0 2 0 0 0 0 0 0      -0.00001293999211784d0
2 0 0 2 0 0 0 0 0      -0.00002230326106226d0
2 0 0 0 2 0 0 0 0      -0.00002264498620622d0
2 0 0 0 0 2 0 0 0      -0.00039810979270994d0
2 0 0 0 0 0 2 0 0      -0.00045646505645967d0
2 0 0 0 0 0 0 2 0      -0.00060661908471439d0
2 0 0 0 0 0 0 0 2      -0.00005169162344257d0
0 4 0 0 0 0 0 0 0       0.00012764193516004d0
0 2 2 0 0 0 0 0 0       0.00035613455419388d0
0 2 0 2 0 0 0 0 0      -0.00014285250101217d0
0 2 0 0 2 0 0 0 0      -0.00016705803204246d0
0 2 0 0 0 2 0 0 0      -0.00010498935506173d0
0 2 0 0 0 0 2 0 0      -0.00022708774899758d0
0 2 0 0 0 0 0 2 0      -0.00021034321694368d0
0 2 0 0 0 0 0 0 2      -0.00031550343457739d0
0 0 4 0 0 0 0 0 0       0.00011937598362232d0
0 0 0 0 0 2 2 0 0       0.00013765827882402d0
0 0 0 0 0 2 0 2 0       0.00004584812348090d0
0 0 0 0 0 2 0 0 2       0.00000620800678189d0
0 0 0 0 0 0 4 0 0       0.00002857201898085d0
0 0 0 0 0 0 2 2 0       0.00006370895767172d0
0 0 0 0 0 0 2 0 2       0.00003130202318646d0
