  2         0.10000d0     12712
-10.0d0    0.5d0   -6.0d0    0.5d0    3.0d0    0.5d0  
 -9.0d0    0.5d0   -6.0d0    0.5d0    1.0d0    0.5d0  
 -9.0d0    0.5d0   -6.0d0    0.5d0    2.0d0    0.5d0  
 -9.0d0    0.5d0   -6.0d0    0.5d0    2.0d0    1.5d0  
 -9.0d0    0.5d0   -6.0d0    0.5d0    3.0d0    0.5d0  
 -9.0d0    0.5d0   -6.0d0    0.5d0    3.0d0    1.5d0  
 -9.0d0    0.5d0   -5.0d0    0.5d0    2.0d0    0.5d0  
 -8.0d0    0.5d0   -6.0d0    0.5d0    0.0d0    0.5d0  
 -8.0d0    0.5d0   -6.0d0    0.5d0    1.0d0    0.5d0  
 -8.0d0    0.5d0   -6.0d0    0.5d0    1.0d0    1.5d0  
 -8.0d0    0.5d0   -6.0d0    0.5d0    2.0d0    0.5d0  
 -8.0d0    0.5d0   -6.0d0    0.5d0    2.0d0    1.5d0  
 -8.0d0    0.5d0   -6.0d0    0.5d0    3.0d0    0.5d0  
 -8.0d0    0.5d0   -6.0d0    0.5d0    3.0d0    1.5d0  
 -8.0d0    0.5d0   -5.0d0    0.5d0    1.0d0    0.5d0  
 -8.0d0    0.5d0   -5.0d0    0.5d0    2.0d0    0.5d0  
 -8.0d0    0.5d0   -5.0d0    0.5d0    2.0d0    1.5d0  
 -8.0d0    0.5d0   -5.0d0    0.5d0    3.0d0    0.5d0  
 -8.0d0    0.5d0   -5.0d0    1.5d0    1.0d0    0.5d0  
 -8.0d0    0.5d0   -5.0d0    1.5d0    2.0d0    0.5d0  
 -8.0d0    0.5d0   -5.0d0    1.5d0    3.0d0    0.5d0  
 -8.0d0    0.5d0   -4.0d0    0.5d0    1.0d0    0.5d0  
 -8.0d0    0.5d0   -4.0d0    0.5d0    2.0d0    0.5d0  
 -8.0d0    1.5d0   -5.0d0    0.5d0    1.0d0    0.5d0  
 -8.0d0    1.5d0   -5.0d0    0.5d0    2.0d0    0.5d0  
 -8.0d0    1.5d0   -5.0d0    0.5d0    2.0d0    1.5d0  
 -8.0d0    1.5d0   -5.0d0    0.5d0    3.0d0    0.5d0  
 -8.0d0    1.5d0   -5.0d0    1.5d0    1.0d0    0.5d0  
 -8.0d0    1.5d0   -5.0d0    1.5d0    2.0d0    0.5d0  
 -8.0d0    1.5d0   -4.0d0    0.5d0    1.0d0    0.5d0  
 -8.0d0    1.5d0   -4.0d0    0.5d0    2.0d0    0.5d0  
 -8.0d0    2.5d0   -5.0d0    0.5d0    1.0d0    0.5d0  
 -8.0d0    2.5d0   -5.0d0    0.5d0    2.0d0    0.5d0  
 -8.0d0    2.5d0   -5.0d0    0.5d0    3.0d0    0.5d0  
 -8.0d0    2.5d0   -5.0d0    1.5d0    2.0d0    0.5d0  
 -8.0d0    3.5d0   -5.0d0    0.5d0    1.0d0    0.5d0  
 -8.0d0    3.5d0   -5.0d0    0.5d0    2.0d0    0.5d0  
 -7.0d0    0.5d0   -6.0d0    0.5d0    0.0d0    0.5d0  
 -7.0d0    0.5d0   -6.0d0    0.5d0    1.0d0    0.5d0  
 -7.0d0    0.5d0   -6.0d0    0.5d0    1.0d0    1.5d0  
 -7.0d0    0.5d0   -6.0d0    0.5d0    2.0d0    0.5d0  
 -7.0d0    0.5d0   -6.0d0    0.5d0    2.0d0    1.5d0  
 -7.0d0    0.5d0   -6.0d0    0.5d0    3.0d0    0.5d0  
 -7.0d0    0.5d0   -6.0d0    0.5d0    3.0d0    1.5d0  
 -7.0d0    0.5d0   -5.0d0    0.5d0    0.0d0    0.5d0  
 -7.0d0    0.5d0   -5.0d0    0.5d0    0.0d0    1.5d0  
 -7.0d0    0.5d0   -5.0d0    0.5d0    1.0d0    0.5d0  
 -7.0d0    0.5d0   -5.0d0    0.5d0    1.0d0    1.5d0  
 -7.0d0    0.5d0   -5.0d0    0.5d0    2.0d0    0.5d0  
 -7.0d0    0.5d0   -5.0d0    0.5d0    2.0d0    1.5d0  
 -7.0d0    0.5d0   -5.0d0    0.5d0    3.0d0    0.5d0  
 -7.0d0    0.5d0   -5.0d0    1.5d0    0.0d0    0.5d0  
 -7.0d0    0.5d0   -5.0d0    1.5d0    1.0d0    0.5d0  
 -7.0d0    0.5d0   -5.0d0    1.5d0    1.0d0    1.5d0  
 -7.0d0    0.5d0   -5.0d0    1.5d0    2.0d0    0.5d0  
 -7.0d0    0.5d0   -5.0d0    1.5d0    2.0d0    1.5d0  
 -7.0d0    0.5d0   -5.0d0    1.5d0    3.0d0    0.5d0  
 -7.0d0    0.5d0   -5.0d0    2.5d0    1.0d0    0.5d0  
 -7.0d0    0.5d0   -5.0d0    2.5d0    2.0d0    0.5d0  
 -7.0d0    0.5d0   -4.0d0    0.5d0   -1.0d0    0.5d0  
 -7.0d0    0.5d0   -4.0d0    0.5d0    0.0d0    0.5d0  
 -7.0d0    0.5d0   -4.0d0    0.5d0    0.0d0    1.5d0  
 -7.0d0    0.5d0   -4.0d0    0.5d0    1.0d0    0.5d0  
 -7.0d0    0.5d0   -4.0d0    0.5d0    1.0d0    1.5d0  
 -7.0d0    0.5d0   -4.0d0    0.5d0    2.0d0    0.5d0  
 -7.0d0    0.5d0   -4.0d0    0.5d0    2.0d0    1.5d0  
 -7.0d0    0.5d0   -4.0d0    1.5d0    0.0d0    0.5d0  
 -7.0d0    0.5d0   -4.0d0    1.5d0    1.0d0    0.5d0  
 -7.0d0    0.5d0   -4.0d0    1.5d0    1.0d0    1.5d0  
 -7.0d0    0.5d0   -4.0d0    1.5d0    2.0d0    0.5d0  
 -7.0d0    0.5d0   -4.0d0    2.5d0    1.0d0    0.5d0  
 -7.0d0    0.5d0   -3.0d0    0.5d0   -1.0d0    0.5d0  
 -7.0d0    0.5d0   -3.0d0    0.5d0    0.0d0    0.5d0  
 -7.0d0    0.5d0   -3.0d0    0.5d0    1.0d0    0.5d0  
 -7.0d0    0.5d0   -3.0d0    0.5d0    1.0d0    1.5d0  
 -7.0d0    0.5d0   -3.0d0    0.5d0    2.0d0    0.5d0  
 -7.0d0    0.5d0   -3.0d0    1.5d0    0.0d0    0.5d0  
 -7.0d0    0.5d0   -3.0d0    1.5d0    1.0d0    0.5d0  
 -7.0d0    0.5d0   -2.0d0    0.5d0    0.0d0    0.5d0  
 -7.0d0    0.5d0   -2.0d0    0.5d0    1.0d0    0.5d0  
 -7.0d0    1.5d0   -5.0d0    0.5d0    0.0d0    0.5d0  
 -7.0d0    1.5d0   -5.0d0    0.5d0    1.0d0    0.5d0  
 -7.0d0    1.5d0   -5.0d0    0.5d0    1.0d0    1.5d0  
 -7.0d0    1.5d0   -5.0d0    0.5d0    2.0d0    0.5d0  
 -7.0d0    1.5d0   -5.0d0    0.5d0    2.0d0    1.5d0  
 -7.0d0    1.5d0   -5.0d0    0.5d0    3.0d0    0.5d0  
 -7.0d0    1.5d0   -5.0d0    1.5d0    0.0d0    0.5d0  
 -7.0d0    1.5d0   -5.0d0    1.5d0    1.0d0    0.5d0  
 -7.0d0    1.5d0   -5.0d0    1.5d0    1.0d0    1.5d0  
 -7.0d0    1.5d0   -5.0d0    1.5d0    2.0d0    0.5d0  
 -7.0d0    1.5d0   -5.0d0    1.5d0    2.0d0    1.5d0  
 -7.0d0    1.5d0   -5.0d0    1.5d0    3.0d0    0.5d0  
 -7.0d0    1.5d0   -4.0d0    0.5d0    0.0d0    0.5d0  
 -7.0d0    1.5d0   -4.0d0    0.5d0    1.0d0    0.5d0  
 -7.0d0    1.5d0   -4.0d0    0.5d0    1.0d0    1.5d0  
 -7.0d0    1.5d0   -4.0d0    0.5d0    2.0d0    0.5d0  
 -7.0d0    1.5d0   -4.0d0    0.5d0    2.0d0    1.5d0  
 -7.0d0    1.5d0   -4.0d0    1.5d0    0.0d0    0.5d0  
 -7.0d0    1.5d0   -4.0d0    1.5d0    1.0d0    0.5d0  
 -7.0d0    1.5d0   -4.0d0    1.5d0    2.0d0    0.5d0  
 -7.0d0    1.5d0   -3.0d0    0.5d0    0.0d0    0.5d0  
 -7.0d0    1.5d0   -3.0d0    0.5d0    1.0d0    0.5d0  
 -7.0d0    1.5d0   -3.0d0    0.5d0    2.0d0    0.5d0  
 -7.0d0    1.5d0   -3.0d0    1.5d0    0.0d0    0.5d0  
 -7.0d0    1.5d0   -3.0d0    1.5d0    1.0d0    0.5d0  
 -7.0d0    1.5d0   -2.0d0    0.5d0    0.0d0    0.5d0  
 -7.0d0    1.5d0   -2.0d0    0.5d0    1.0d0    0.5d0  
 -7.0d0    2.5d0   -5.0d0    0.5d0    0.0d0    0.5d0  
 -7.0d0    2.5d0   -5.0d0    0.5d0    1.0d0    0.5d0  
 -7.0d0    2.5d0   -5.0d0    0.5d0    1.0d0    1.5d0  
 -7.0d0    2.5d0   -5.0d0    0.5d0    2.0d0    0.5d0  
 -7.0d0    2.5d0   -5.0d0    0.5d0    2.0d0    1.5d0  
 -7.0d0    2.5d0   -5.0d0    0.5d0    3.0d0    0.5d0  
 -7.0d0    2.5d0   -5.0d0    1.5d0    0.0d0    0.5d0  
 -7.0d0    2.5d0   -5.0d0    1.5d0    1.0d0    0.5d0  
 -7.0d0    2.5d0   -5.0d0    1.5d0    2.0d0    0.5d0  
 -7.0d0    2.5d0   -4.0d0    0.5d0    0.0d0    0.5d0  
 -7.0d0    2.5d0   -4.0d0    0.5d0    1.0d0    0.5d0  
